run,cluster,start,workload,slack,tariff,cell,incremental_bill,lower_incremental_bill,all_gpu_bill,all_gpu_energy,peak_normalized_gpu_power,max_work_error_gpu_h,max_window_violation_s,capacity_excess_gpus
Earth_ft_llama_8b_dolly_6_Gansu,Earth,2020-04-06,ft_llama_8b_dolly,6,Gansu,C11,20106.382258541187,20106.382258541373,103841.47850854119,104552.88927869419,626.6894490049799,3.518696445325986e-11,0.0,0.0
Earth_ft_llama_8b_dolly_6_Guizhou,Earth,2020-04-06,ft_llama_8b_dolly,6,Guizhou,C00,27991.3212,27991.3212,112078.95500000002,111865.99625,657.02,0.0,0.0,0.0
Earth_ft_llama_8b_dolly_6_Guizhou,Earth,2020-04-06,ft_llama_8b_dolly,6,Guizhou,C10,20866.52833763912,20866.528337639393,104954.16213763914,104792.09273025737,618.6114305704431,3.518696445325986e-11,0.0,0.0
Earth_ft_llama_8b_dolly_6_Guizhou,Earth,2020-04-06,ft_llama_8b_dolly,6,Guizhou,C01,25139.75415,25139.75415000001,109227.38795000003,111865.99625000001,712.4660000000001,0.0,0.0,0.0
Earth_ft_llama_8b_dolly_6_Guizhou,Earth,2020-04-06,ft_llama_8b_dolly,6,Guizhou,C11,19496.462370151177,19496.46237015136,103584.0961701512,104576.8160714043,629.390562280204,3.731503994686136e-11,0.0,0.0
Earth_ft_llama_8b_dolly_24_Jiangsu,Earth,2020-04-06,ft_llama_8b_dolly,24,Jiangsu,C00,29021.14112288454,29021.14112288454,117449.8775481384,111865.99625,657.02,0.0,0.0,0.0
Earth_ft_llama_8b_dolly_24_Jiangsu,Earth,2020-04-06,ft_llama_8b_dolly,24,Jiangsu,C10,19033.15475059165,19033.15475059185,107461.89117584549,102325.90146189969,624.8104136717727,3.518696445325986e-11,0.0,0.0
Earth_ft_llama_8b_dolly_24_Jiangsu,Earth,2020-04-06,ft_llama_8b_dolly,24,Jiangsu,C01,24966.699123589693,24961.906834759255,113395.43554884354,111865.99625,806.7807500000001,0.0,0.0,0.0
Earth_ft_llama_8b_dolly_24_Jiangsu,Earth,2020-04-06,ft_llama_8b_dolly,24,Jiangsu,C11,16991.374516535292,16972.968389554906,105420.11094178914,102303.82924219375,656.3238884655409,5.360067945048286e-11,0.0,0.0
Earth_ft_llama_8b_dolly_24_Gansu,Earth,2020-04-06,ft_llama_8b_dolly,24,Gansu,C00,28317.544374999998,28317.544374999998,112052.640625,111865.99625,657.02,0.0,0.0,0.0
Earth_ft_llama_8b_dolly_24_Gansu,Earth,2020-04-06,ft_llama_8b_dolly,24,Gansu,C10,18411.49602004187,18411.49602004207,102146.59227004189,102246.14136801077,624.2803026888436,3.518696445325986e-11,0.0,0.0
Earth_ft_llama_8b_dolly_24_Gansu,Earth,2020-04-06,ft_llama_8b_dolly,24,Gansu,C01,24906.324750000003,24862.555374999996,108641.421,111865.99625,834.18525,0.0,0.0,0.0
Earth_ft_llama_8b_dolly_24_Gansu,Earth,2020-04-06,ft_llama_8b_dolly,24,Gansu,C11,16796.94226882491,16729.393582439166,100532.0385188249,102181.55502850679,712.3782943479903,3.518696445325986e-11,0.0,0.0
Earth_ft_llama_8b_dolly_24_Guizhou,Earth,2020-04-06,ft_llama_8b_dolly,24,Guizhou,C00,27991.3212,27991.3212,112078.95500000002,111865.99625,657.02,0.0,0.0,0.0
Earth_ft_llama_8b_dolly_24_Guizhou,Earth,2020-04-06,ft_llama_8b_dolly,24,Guizhou,C10,18198.291308916207,18198.291308916465,102285.92510891621,102249.44027562777,623.2993245348844,3.518696445325986e-11,0.0,0.0
Earth_ft_llama_8b_dolly_24_Guizhou,Earth,2020-04-06,ft_llama_8b_dolly,24,Guizhou,C01,23681.362650000003,23681.234250000023,107768.99645,111865.99625000001,801.7635,0.0,0.0,0.0
Earth_ft_llama_8b_dolly_24_Guizhou,Earth,2020-04-06,ft_llama_8b_dolly,24,Guizhou,C11,16139.260502803583,16139.260502803572,100226.89430280359,102229.59799521102,653.1769534842025,5.360067945048286e-11,0.0,0.0
Earth_infer_llama_8b_32g_0_Jiangsu,Earth,2020-04-06,infer_llama_8b_32g,0,Jiangsu,C00,29021.14112288454,29021.14112288454,117449.8775481384,111865.99625,657.02,0.0,0.0,0.0
Earth_infer_llama_8b_32g_0_Jiangsu,Earth,2020-04-06,infer_llama_8b_32g,0,Jiangsu,C10,29021.14112288454,29021.14112288454,117449.8775481384,111865.99625,657.02,0.0,0.0,0.0
Earth_infer_llama_8b_32g_0_Jiangsu,Earth,2020-04-06,infer_llama_8b_32g,0,Jiangsu,C01,28749.779989939823,28749.77998993982,117178.51641519368,111865.99625,670.094,0.0,0.0,0.0
Earth_infer_llama_8b_32g_0_Jiangsu,Earth,2020-04-06,infer_llama_8b_32g,0,Jiangsu,C11,27632.426668039996,27632.426668040032,116061.16309329386,110696.64723967003,665.0568106549033,2.0122570276726037e-11,0.0,0.0
Earth_infer_llama_8b_32g_0_Gansu,Earth,2020-04-06,infer_llama_8b_32g,0,Gansu,C00,28317.544374999998,28317.544374999998,112052.640625,111865.99625,657.02,0.0,0.0,0.0
Earth_infer_llama_8b_32g_0_Gansu,Earth,2020-04-06,infer_llama_8b_32g,0,Gansu,C10,28317.544374999998,28317.544374999998,112052.640625,111865.99625,657.02,0.0,0.0,0.0
Earth_infer_llama_8b_32g_0_Gansu,Earth,2020-04-06,infer_llama_8b_32g,0,Gansu,C01,28193.278124999997,28193.278124999997,111928.374375,111865.99625,658.826,0.0,0.0,0.0
Earth_infer_llama_8b_32g_0_Gansu,Earth,2020-04-06,infer_llama_8b_32g,0,Gansu,C11,27075.166531545205,27075.166531545256,110810.2627815452,110696.64723967003,663.4425606549033,2.0122570276726037e-11,0.0,0.0
Earth_infer_llama_8b_32g_0_Guizhou,Earth,2020-04-06,infer_llama_8b_32g,0,Guizhou,C00,27991.3212,27991.3212,112078.95500000002,111865.99625,657.02,0.0,0.0,0.0
Earth_infer_llama_8b_32g_0_Guizhou,Earth,2020-04-06,infer_llama_8b_32g,0,Guizhou,C10,27991.3212,27991.321200000002,112078.95500000002,111865.99625,657.02,0.0,0.0,0.0
Earth_infer_llama_8b_32g_0_Guizhou,Earth,2020-04-06,infer_llama_8b_32g,0,Guizhou,C01,27761.7237,27761.723699999995,111849.35750000001,111865.99625,670.094,0.0,0.0,0.0
Earth_infer_llama_8b_32g_0_Guizhou,Earth,2020-04-06,infer_llama_8b_32g,0,Guizhou,C11,26683.017466595797,26683.01746659581,110770.65126659581,110696.64723967004,665.0568106549033,2.0122570276726037e-11,0.0,0.0
Earth_infer_llama_8b_32g_6_Jiangsu,Earth,2020-04-06,infer_llama_8b_32g,6,Jiangsu,C00,29021.14112288454,29021.14112288454,117449.8775481384,111865.99625,657.02,0.0,0.0,0.0
Earth_infer_llama_8b_32g_6_Jiangsu,Earth,2020-04-06,infer_llama_8b_32g,6,Jiangsu,C10,21795.426315130957,21795.426315130957,110224.16274038483,104858.87208753612,620.3947384199563,3.205524734539722e-11,0.0,0.0
Earth_infer_llama_8b_32g_6_Jiangsu,Earth,2020-04-06,infer_llama_8b_32g,6,Jiangsu,C01,26268.787155556598,26268.787155556573,114697.52358081045,111865.99625,712.4660000000001,0.0,0.0,0.0
Earth_infer_llama_8b_32g_6_Jiangsu,Earth,2020-04-06,infer_llama_8b_32g,6,Jiangsu,C11,20198.964142020985,20198.96414202091,108627.70056727482,104427.24710860889,626.1596191112509,3.204281284752142e-11,0.0,0.0
Earth_infer_llama_8b_32g_6_Gansu,Earth,2020-04-06,infer_llama_8b_32g,6,Gansu,C00,28317.544374999998,28317.544374999998,112052.640625,111865.99625,657.02,0.0,0.0,0.0
Earth_infer_llama_8b_32g_6_Gansu,Earth,2020-04-06,infer_llama_8b_32g,6,Gansu,C10,21027.39772085975,21027.39772085972,104762.49397085974,104768.33876412142,622.0533743208725,3.205524734539722e-11,0.0,0.0
Earth_infer_llama_8b_32g_6_Gansu,Earth,2020-04-06,infer_llama_8b_32g,6,Gansu,C01,26538.317000000003,26538.317,110273.41324999998,111865.99625000001,710.39825,0.0,0.0,0.0
Earth_infer_llama_8b_32g_6_Gansu,Earth,2020-04-06,infer_llama_8b_32g,6,Gansu,C11,19915.74473085109,19915.744730851013,103650.84098085109,104335.13203911332,625.8731984998851,3.205524734539722e-11,0.0,0.0
Earth_infer_llama_8b_32g_6_Guizhou,Earth,2020-04-06,infer_llama_8b_32g,6,Guizhou,C00,27991.3212,27991.3212,112078.95500000002,111865.99625,657.02,0.0,0.0,0.0
Earth_infer_llama_8b_32g_6_Guizhou,Earth,2020-04-06,infer_llama_8b_32g,6,Guizhou,C10,20876.195285226684,20876.195285226677,104963.8290852267,104768.4237083958,618.7352122542715,3.205524734539722e-11,0.0,0.0
Earth_infer_llama_8b_32g_6_Guizhou,Earth,2020-04-06,infer_llama_8b_32g,6,Guizhou,C01,25139.75415,25139.75415000001,109227.38795000003,111865.99625000001,712.4660000000001,0.0,0.0,0.0
Earth_infer_llama_8b_32g_6_Guizhou,Earth,2020-04-06,infer_llama_8b_32g,6,Guizhou,C11,19333.204876031625,19333.204876031563,103420.83867603165,104410.18572237981,629.7740953163345,5.873124209188063e-11,0.0,0.0
Earth_infer_llama_8b_32g_24_Jiangsu,Earth,2020-04-06,infer_llama_8b_32g,24,Jiangsu,C00,29021.14112288454,29021.14112288454,117449.8775481384,111865.99625,657.02,0.0,0.0,0.0
Earth_infer_llama_8b_32g_24_Jiangsu,Earth,2020-04-06,infer_llama_8b_32g,24,Jiangsu,C10,18283.70171678184,18283.701716781878,106712.43814203568,101493.11960335504,618.5779032632055,3.2514435588382185e-11,0.0,0.0
Earth_infer_llama_8b_32g_24_Jiangsu,Earth,2020-04-06,infer_llama_8b_32g,24,Jiangsu,C01,24966.699123589693,24961.906834759255,113395.43554884354,111865.99625,806.7807500000001,0.0,0.0,0.0
Earth_infer_llama_8b_32g_24_Jiangsu,Earth,2020-04-06,infer_llama_8b_32g,24,Jiangsu,C11,16283.850644397247,16248.892582630047,104712.58706965111,101357.40682648915,636.2753367982514,6.402789409776233e-11,0.0,0.0
Earth_infer_llama_8b_32g_24_Gansu,Earth,2020-04-06,infer_llama_8b_32g,24,Gansu,C00,28317.544374999998,28317.544374999998,112052.640625,111865.99625,657.02,0.0,0.0,0.0
Earth_infer_llama_8b_32g_24_Gansu,Earth,2020-04-06,infer_llama_8b_32g,24,Gansu,C10,17548.810575722768,17548.810575722804,101283.90682572278,101415.20280048045,618.5779032632055,3.2514435588382185e-11,0.0,0.0
Earth_infer_llama_8b_32g_24_Gansu,Earth,2020-04-06,infer_llama_8b_32g,24,Gansu,C01,24906.324750000003,24862.555374999996,108641.421,111865.99625,834.18525,0.0,0.0,0.0
Earth_infer_llama_8b_32g_24_Gansu,Earth,2020-04-06,infer_llama_8b_32g,24,Gansu,C11,16076.32921594269,16018.8013500983,99811.42546594268,101289.60603393949,700.0621615201901,3.2514435588382185e-11,0.0,0.0
Earth_infer_llama_8b_32g_24_Guizhou,Earth,2020-04-06,infer_llama_8b_32g,24,Guizhou,C00,27991.3212,27991.3212,112078.95500000002,111865.99625,657.02,0.0,0.0,0.0
Earth_infer_llama_8b_32g_24_Guizhou,Earth,2020-04-06,infer_llama_8b_32g,24,Guizhou,C10,17483.78171617456,17483.781716174606,101571.41551617456,101416.50858390254,618.5779032632055,3.2514435588382185e-11,0.0,0.0
Earth_infer_llama_8b_32g_24_Guizhou,Earth,2020-04-06,infer_llama_8b_32g,24,Guizhou,C01,23681.362650000003,23681.234250000023,107768.99645,111865.99625000001,801.7635,0.0,0.0,0.0
Earth_infer_llama_8b_32g_24_Guizhou,Earth,2020-04-06,infer_llama_8b_32g,24,Guizhou,C11,15465.088661001142,15464.938335571867,99552.72246100116,101327.42794610269,640.4133066168924,6.402789409776233e-11,0.0,0.0
Earth_pt_mpt_13b_lg_0_Jiangsu,Earth,2020-04-06,pt_mpt_13b_lg,0,Jiangsu,C00,29021.14112288454,29021.14112288454,117449.8775481384,111865.99625,657.02,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_0_Jiangsu,Earth,2020-04-06,pt_mpt_13b_lg,0,Jiangsu,C10,29021.14112288454,29021.14112288454,117449.8775481384,111865.99625,657.02,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_0_Jiangsu,Earth,2020-04-06,pt_mpt_13b_lg,0,Jiangsu,C01,28749.779989939823,28749.77998993982,117178.51641519368,111865.99625,670.094,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_0_Jiangsu,Earth,2020-04-06,pt_mpt_13b_lg,0,Jiangsu,C11,28186.366224323327,28186.366224323363,116615.10264957717,111286.44427392312,666.6576287835596,1.2933210058463374e-11,0.0,0.0
Earth_pt_mpt_13b_lg_0_Gansu,Earth,2020-04-06,pt_mpt_13b_lg,0,Gansu,C00,28317.544374999998,28317.544374999998,112052.640625,111865.99625,657.02,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_0_Gansu,Earth,2020-04-06,pt_mpt_13b_lg,0,Gansu,C10,28317.544374999998,28317.544374999998,112052.640625,111865.99625,657.02,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_0_Gansu,Earth,2020-04-06,pt_mpt_13b_lg,0,Gansu,C01,28193.278124999997,28193.278124999997,111928.374375,111865.99625,658.826,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_0_Gansu,Earth,2020-04-06,pt_mpt_13b_lg,0,Gansu,C11,27620.39335376793,27620.393353767962,111355.48960376793,111258.48330862177,661.0718787835597,1.2933210058463374e-11,0.0,0.0
Earth_pt_mpt_13b_lg_0_Guizhou,Earth,2020-04-06,pt_mpt_13b_lg,0,Guizhou,C00,27991.3212,27991.3212,112078.95500000002,111865.99625,657.02,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_0_Guizhou,Earth,2020-04-06,pt_mpt_13b_lg,0,Guizhou,C10,27991.3212,27991.321200000002,112078.95500000002,111865.99625,657.02,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_0_Guizhou,Earth,2020-04-06,pt_mpt_13b_lg,0,Guizhou,C01,27761.7237,27761.723699999995,111849.35750000001,111865.99625,670.094,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_0_Guizhou,Earth,2020-04-06,pt_mpt_13b_lg,0,Guizhou,C11,27201.115415096985,27201.11541509701,111288.749215097,111279.9469698391,666.6576287835596,1.2933210058463374e-11,0.0,0.0
Earth_pt_mpt_13b_lg_6_Jiangsu,Earth,2020-04-06,pt_mpt_13b_lg,6,Jiangsu,C00,29021.14112288454,29021.14112288454,117449.8775481384,111865.99625,657.02,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_6_Jiangsu,Earth,2020-04-06,pt_mpt_13b_lg,6,Jiangsu,C10,25471.68537779325,25471.68537779346,113900.4218030471,108669.14939532382,643.1608920835076,3.558398020686582e-11,0.0,0.0
Earth_pt_mpt_13b_lg_6_Jiangsu,Earth,2020-04-06,pt_mpt_13b_lg,6,Jiangsu,C01,26268.787155556598,26268.787155556573,114697.52358081045,111865.99625,712.4660000000001,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_6_Jiangsu,Earth,2020-04-06,pt_mpt_13b_lg,6,Jiangsu,C11,23889.669828240512,23889.66982824057,112318.40625349438,108579.00365192049,648.6966693474102,3.603872755775228e-11,0.0,0.0
Earth_pt_mpt_13b_lg_6_Gansu,Earth,2020-04-06,pt_mpt_13b_lg,6,Gansu,C00,28317.544374999998,28317.544374999998,112052.640625,111865.99625,657.02,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_6_Gansu,Earth,2020-04-06,pt_mpt_13b_lg,6,Gansu,C10,24652.271652144023,24652.27165214422,108387.36790214403,108558.27039696331,665.7139990975932,3.558398020686582e-11,0.0,0.0
Earth_pt_mpt_13b_lg_6_Gansu,Earth,2020-04-06,pt_mpt_13b_lg,6,Gansu,C01,26538.317000000003,26538.317,110273.41324999998,111865.99625000001,710.39825,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_6_Gansu,Earth,2020-04-06,pt_mpt_13b_lg,6,Gansu,C11,23624.904836320675,23624.904836320733,107360.00108632067,108257.23086097182,676.9341472717226,3.603872755775228e-11,0.0,0.0
Earth_pt_mpt_13b_lg_6_Guizhou,Earth,2020-04-06,pt_mpt_13b_lg,6,Guizhou,C00,27991.3212,27991.3212,112078.95500000002,111865.99625,657.02,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_6_Guizhou,Earth,2020-04-06,pt_mpt_13b_lg,6,Guizhou,C10,24443.106356817712,24443.106356817916,108530.74015681772,108587.46925452573,645.8236346818542,3.558398020686582e-11,0.0,0.0
Earth_pt_mpt_13b_lg_6_Guizhou,Earth,2020-04-06,pt_mpt_13b_lg,6,Guizhou,C01,25139.75415,25139.75415000001,109227.38795000003,111865.99625000001,712.4660000000001,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_6_Guizhou,Earth,2020-04-06,pt_mpt_13b_lg,6,Guizhou,C11,22910.076101132174,22910.07610113219,106997.70990113218,108593.74351411729,650.9418555890871,4.796607555590526e-11,0.0,0.0
Earth_pt_mpt_13b_lg_24_Jiangsu,Earth,2020-04-06,pt_mpt_13b_lg,24,Jiangsu,C00,29021.14112288454,29021.14112288454,117449.8775481384,111865.99625,657.02,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_24_Jiangsu,Earth,2020-04-06,pt_mpt_13b_lg,24,Jiangsu,C10,22345.51630227827,22345.51630227835,110774.2527275321,105711.68998802127,642.578363388645,2.984279490192421e-11,0.0,0.0
Earth_pt_mpt_13b_lg_24_Jiangsu,Earth,2020-04-06,pt_mpt_13b_lg,24,Jiangsu,C01,24966.699123589693,24961.906834759255,113395.43554884354,111865.99625,806.7807500000001,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_24_Jiangsu,Earth,2020-04-06,pt_mpt_13b_lg,24,Jiangsu,C11,20098.21361024781,19995.56444410336,108526.95003550165,105931.68669287363,684.1031202128115,3.0449420762579393e-11,0.0,0.0
Earth_pt_mpt_13b_lg_24_Gansu,Earth,2020-04-06,pt_mpt_13b_lg,24,Gansu,C00,28317.544374999998,28317.544374999998,112052.640625,111865.99625,657.02,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_24_Gansu,Earth,2020-04-06,pt_mpt_13b_lg,24,Gansu,C10,21230.944412076264,21230.944412076366,104966.04066207627,105496.87862346557,676.943626782635,2.8194335754960775e-11,0.0,0.0
Earth_pt_mpt_13b_lg_24_Gansu,Earth,2020-04-06,pt_mpt_13b_lg,24,Gansu,C01,24906.324750000003,24862.555374999996,108641.421,111865.99625,834.18525,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_24_Gansu,Earth,2020-04-06,pt_mpt_13b_lg,24,Gansu,C11,19939.544820285948,19844.5705880898,103674.64107028596,105468.49111137661,729.494891403605,2.8194335754960775e-11,0.0,0.0
Earth_pt_mpt_13b_lg_24_Guizhou,Earth,2020-04-06,pt_mpt_13b_lg,24,Guizhou,C00,27991.3212,27991.3212,112078.95500000002,111865.99625,657.02,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_24_Guizhou,Earth,2020-04-06,pt_mpt_13b_lg,24,Guizhou,C10,21409.994893203082,21409.99489320318,105497.62869320309,105717.43596610581,646.001593244946,3.092281986027956e-11,0.0,0.0
Earth_pt_mpt_13b_lg_24_Guizhou,Earth,2020-04-06,pt_mpt_13b_lg,24,Guizhou,C01,23681.362650000003,23681.234250000023,107768.99645,111865.99625000001,801.7635,0.0,0.0,0.0
Earth_pt_mpt_13b_lg_24_Guizhou,Earth,2020-04-06,pt_mpt_13b_lg,24,Guizhou,C11,19131.679339045586,19076.732565335158,103219.31313904561,105810.4478936157,674.6610404423848,5.189537688465862e-11,0.0,0.0
Venus_ft_llama_8b_dolly_0_Jiangsu,Venus,2020-04-06,ft_llama_8b_dolly,0,Jiangsu,C00,43653.97133809702,43653.97133809702,134339.88035337534,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_0_Jiangsu,Venus,2020-04-06,ft_llama_8b_dolly,0,Jiangsu,C10,43653.97133809702,43653.97133809702,134339.88035337534,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_0_Jiangsu,Venus,2020-04-06,ft_llama_8b_dolly,0,Jiangsu,C01,43220.62437941895,43220.62437941893,133906.53339469727,127537.99475000001,803.04475,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_0_Jiangsu,Venus,2020-04-06,ft_llama_8b_dolly,0,Jiangsu,C11,42592.87407424323,42592.87407424325,133278.78308952154,126737.29788918496,789.8687734527671,3.525713054841617e-11,0.0,0.0
Venus_ft_llama_8b_dolly_0_Gansu,Venus,2020-04-06,ft_llama_8b_dolly,0,Gansu,C00,40624.12775,40624.12775,127794.831625,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_0_Gansu,Venus,2020-04-06,ft_llama_8b_dolly,0,Gansu,C10,40624.12775,40624.12775,127794.831625,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_0_Gansu,Venus,2020-04-06,ft_llama_8b_dolly,0,Gansu,C01,40255.727875,40255.72787499998,127426.43175,127537.99475000001,787.2327500000001,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_0_Gansu,Venus,2020-04-06,ft_llama_8b_dolly,0,Gansu,C11,39621.86553689366,39621.86553689362,126792.56941189367,126737.29788918496,776.7375909657883,3.525713054841617e-11,0.0,0.0
Venus_ft_llama_8b_dolly_0_Guizhou,Venus,2020-04-06,ft_llama_8b_dolly,0,Guizhou,C00,42020.82575,42020.82575,128379.62180000002,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_0_Guizhou,Venus,2020-04-06,ft_llama_8b_dolly,0,Guizhou,C10,42020.82575,42020.82574999999,128379.62180000002,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_0_Guizhou,Venus,2020-04-06,ft_llama_8b_dolly,0,Guizhou,C01,41618.0873,41618.08729999998,127976.88335000002,127537.99475000001,803.04475,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_0_Guizhou,Venus,2020-04-06,ft_llama_8b_dolly,0,Guizhou,C11,41020.30072594997,41020.30072594996,127379.09677594999,126750.30937799366,793.2018072381095,3.525713054841617e-11,0.0,0.0
Venus_ft_llama_8b_dolly_6_Jiangsu,Venus,2020-04-06,ft_llama_8b_dolly,6,Jiangsu,C00,43653.97133809702,43653.97133809702,134339.88035337534,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_6_Jiangsu,Venus,2020-04-06,ft_llama_8b_dolly,6,Jiangsu,C10,32529.90207548251,32529.90207548246,123215.8110907608,117566.751141199,761.8987902256852,7.349321151650656e-11,0.0,0.0
Venus_ft_llama_8b_dolly_6_Jiangsu,Venus,2020-04-06,ft_llama_8b_dolly,6,Jiangsu,C01,38540.433916698006,38515.0041367995,129226.3429319763,127537.99475,939.5447500000002,1.4210854715202004e-14,0.0,0.0
